nama,harga,tipe_review,kata_kunci
末世少女 Zombie Girl,82350.0,Mixed,"Sexual Content,Nudity,Mature,NSFW,Third-Person Shooter,Female Protagonist,Zombies,Post-apocalyptic,Shooter,Third Person,Action,Roguelite,Military,Singleplayer,Adventure,FPS,Indie,RPG,3D,Hentai"
MEATGRINDER,82350.0,Very Positive,"Shooter,FPS,Action,Parkour,Post-apocalyptic,Cyberpunk,1990's,Retro,Stylized,Blood,Atmospheric,Hero Shooter,Action-Adventure,Old School,1980s,Arena Shooter,Combat,Physics,Adventure,Fast-Paced"
Invention 3,6750.0,Mixed,"Action,FPS,Shooter,Zombies,Post-apocalyptic,Atmospheric,Survival,First-Person,Action-Adventure,3D,Violent,Gore,Horror,Adventure,Indie,Survival Horror,Combat,Linear,Singleplayer"
Fresh Body,28800.0,Mostly Positive,"Action Roguelike,Indie,Action,Adventure,RPG,Gore,Roguelike,Nudity,Sexual Content,2D,Violent,Dark Fantasy,Lovecraftian,Post-apocalyptic,Difficult,Dungeon Crawler,Surreal,Dark,Early Access,Great Soundtrack"
Punch A Bunch,104850.0,Mostly Positive,"Boxing,Fighting,Physics,Indie,3D Fighter,Sports,Action,3D,Colorful,Beat 'em up,Stylized,Cute,Third Person,Family Friendly,Funny,Character Customization,Tactical,Difficult,Local Multiplayer,Singleplayer"
ELEX Digital Extras,71370.0,Positive,"Action,Adventure,RPG"
Planet of the Eyes,7020.000000000001,Very Positive,"Puzzle,Platformer,Indie,Action,Adventure,Sci-fi,Retro,Singleplayer,Stylized,Puzzle Platformer,Controller,Robots,Atmospheric,Narration,Colorful,Exploration,2D,Short,Space,Casual"
Mortal Kombat 11 Masquerade Skin Pack,89850.0,Mostly Positive,"Action,Gore,Violent"
Animallica,122849.99999999999,Mostly Positive,"Adventure,Indie,Simulation,Action,Open World Survival Craft,Survival,Crafting,Hunting,Open World,Post-apocalyptic,Singleplayer,First-Person,Building,Early Access,Female Protagonist,Horses,Base Building,Sandbox,Cats,Nature"
SENRAN KAGURA ESTIVAL VERSUS - Shinovi Versus Background Music,19370.0,Positive,"Action,Nudity"
Dead Containment,82350.0,Positive,"Action,On-Rails Shooter,Arcade,Zombies,Casual,Co-op Campaign,Online Co-Op,Co-op,Multiplayer,Score Attack,Indie,Singleplayer,First-Person,Shooter,FPS,3D,Horror,Old School,PvE,Controller"
Diari,97350.0,Positive,"Adventure,Platformer,Pixel Graphics,Puzzle Platformer,Action,Choices Matter,2D Platformer,Souls-like,Action-Adventure,Singleplayer,Metroidvania,Casual,Emotional,Psychological Horror,Multiple Endings,Puzzle,Rhythm,Colorful,Atmospheric,Comedy"
Sweet Surrender VR,260100.00000000006,Very Positive,"Action Roguelike,FPS,Roguelite,Immersive Sim,VR,Shooter,Roguelike,First-Person,Post-apocalyptic,Action,Choices Matter,Multiple Endings,Stylized,Dystopian ,Sci-fi,Tactical,Artificial Intelligence,Atmospheric,Singleplayer,Combat"
Zomborg,13000.0,Mixed,"Action,Post-apocalyptic,Indie,Strategy,Adventure,Zombies,Top-Down Shooter,Shooter,Third Person,Violent,Shoot 'Em Up,Dark,Difficult,Atmospheric,Bullet Hell,Robots,Great Soundtrack,Sci-fi,Survival Horror,Singleplayer"
Ruggnar,62850.00000000001,Positive,"Platformer,Action,Indie,Adventure,Roguelite,Pixel Graphics,2D,Exploration,Retro,Dwarf,Fantasy,Funny,2D Platformer,Procedural Generation,Medieval,Tutorial,Puzzle Platformer,Singleplayer,Controller,Side Scroller"
Forts - Elite HUD,28350.0,Positive,"Strategy,Action,Indie"
One Dog Story,7930.0,Mostly Positive,"Action,Indie,Adventure,Platformer,Pixel Graphics,Side Scroller,Cute,2D,Metroidvania,Atmospheric,Exploration,Mystery,Story Rich,Great Soundtrack,Singleplayer,Historical,Shooter,Action-Adventure,Futuristic,Hack and Slash"
WuJiDaoRen,44850.0,Mixed,"Action,Beat 'em up,Fighting,Physics,Martial Arts,Combat,Simulation,Stylized,Hack and Slash,Top-Down,Swordplay,Indie,Singleplayer,Difficult,Violent,Gore,3D,Minimalist,Local Multiplayer,Casual"
mr.Vegan,7539.999999999999,Very Positive,"Indie,Casual,Action,Arcade,Singleplayer,Side Scroller,Memes,Adventure,Cute,Puzzle"
Horizon Chase Turbo - Senna Forever,52350.0,Very Positive,"Sports,Racing,Action,Indie,Casual"
Naval Action - Admiralty Connection,110370.0,Mostly Positive,"Strategy,Action,Adventure,Massively Multiplayer,Indie,Simulation"
ESCAPE FROM HATA,37350.0,Mostly Positive,"Action,FPS,Shooter,First-Person,Linear,Zombies,Indie,Singleplayer,Gore"
Holdfast: Nations At War - Regiments of the Line,44850.0,Positive,"Strategy,Action,Massively Multiplayer,Indie,Simulation"
Dungeon Defenders New Heroes DLC,26910.000000000004,Mostly Positive,"RPG,Action,Indie"
Midnight Monitor: Aldercourt,44850.0,Very Positive,"First-Person,Psychological Horror,Action,Walking Simulator,Horror,3D,Casual,Atmospheric,Exploration,Hidden Object,Puzzle,Trivia,Minimalist,Realistic,Aliens,Alternate History,Conspiracy,Dystopian ,Investigation,Lore-Rich"
Insurgency: Sandstorm - Yeti Gear Set,35850.0,Mostly Positive,Action
THIEF DLC: Booster Pack - Opportunist,11700.0,Mostly Positive,"Action,Adventure,RPG,Stealth"
Kult: Heretic Kingdoms,38870.0,Mostly Positive,"RPG,Action,Adventure,Indie,Isometric,Female Protagonist,Classic,Action RPG"
Tom Clancy's The Division™ - Underground,23660.0,Mixed,"Adventure,Action,RPG"
HYPERCHARGE: Unboxed Supporter Pack,78600.0,Positive,"Strategy,Action,Adventure,Casual,Sports"
Spacefighter Rukia,13500.0,Positive,"Action,RPG,Indie,Space,Top-Down Shooter"
SPY-der PIG,9600.0,Very Positive,"Action,Adventure,Casual,Sports,Action-Adventure,Point & Click,Shooter,2D Platformer,Hack and Slash,2D,Cartoon,Cartoony,Colorful,Cute,Assassin,Crime,Funny,Ninja,Character Customization,Physics"
Dreadhalls,129870.0,Very Positive,"Dungeon Crawler,Horror,Perma Death,VR,Action-Adventure,Roguelike,First-Person,Survival Horror,Procedural Generation,Atmospheric,Survival,Psychological Horror,Mystery,Action,Adventure,Singleplayer,Immersive,Indie,Multiplayer,Escape Room"
Blightbound,122849.99999999999,Mixed,"RPG,Adventure,Indie,Action,Co-op,Dungeon Crawler,Multiplayer,Loot,Dark Fantasy,Early Access,Action Roguelike,Hack and Slash,Team-Based,Action RPG,Roguelike,Difficult,Online Co-Op,Roguelite,Hand-drawn,Local Multiplayer"
Scary Girl,44910.0,Mixed,"Action,Platformer,Female Protagonist,Horror"
Killing Floor - Neon Character Pack,77870.0,Very Positive,Action
DeathMetal,24570.0,Mostly Positive,"Action,Casual,Indie"
PumpKin Majo,49500.0,Positive,"Action,Casual,Adventure,Racing,Platformer,2D Platformer,Singleplayer,Indie,Early Access"
SpeedRunners - Youtuber Pack 2,24570.0,Very Positive,"Sports,Action,Indie,Casual,Racing"
SAMURAI MAIDEN,260100.00000000006,Mixed,"Anime,Female Protagonist,Cute,LGBTQ+,JRPG,Ninja,Action,Swordplay,Hack and Slash,Spectacle fighter,3D Platformer,Action RPG,Visual Novel,3D,RPG,Fantasy,Adventure,Singleplayer,Historical,Action-Adventure"
Neon,6750.0,Positive,"Casual,Action,Puzzle,Arcade,Character Action Game,2D Platformer,Side Scroller,Puzzle Platformer,Precision Platformer,2D,Cute,Stylized,Colorful,Atmospheric,Logic,Linear,Perma Death,Physics,Singleplayer,Adventure"
Monster Hunter World: Iceborne - MHW:I Music Player: Additional BGM Set Vol. 1,59850.0,Positive,Action
Weapon of Choice DX,45370.0,Positive,"Action,Shoot 'Em Up,Side Scroller,Retro,Platformer,Hand-drawn,Aliens,Multiple Endings,2D,Arcade,Indie,Sci-fi,Controller,Singleplayer,Shooter,2D Platformer,Stylized,Lovecraftian,Female Protagonist,Soundtrack"
iBomber Attack,31410.000000000004,Very Positive,"Action,Indie,Adventure,Twin Stick Shooter,World War II"
Eternal Starlight VR,62850.00000000001,Very Positive,"VR,RTS,Strategy,Space,Tactical,Action,Roguelike,Space Sim,Action RTS,Real Time Tactics,Simulation,Sci-fi,War,Military,Futuristic,Cinematic,Indie,Inventory Management,Singleplayer,Spaceships"
pureya,44850.0,Overwhelmingly Positive,"Minigames,Arcade,Casual,2D,Singleplayer,Colorful,Funny,Platformer,Side Scroller,Action,Pixel Graphics,Family Friendly,Score Attack,Cute,2D Platformer,Sports,Runner,Female Protagonist,Shoot 'Em Up,Shooter"
Monster Hunter World: Iceborne - Pendant: Rainbow Balloons,14850.0,Very Positive,Action
HerrAnwalt: Lawyers Legacy,52350.0,Mostly Positive,"Action,Adventure,Casual,2D Fighter,Action-Adventure,Platformer,2D Platformer,Runner,Side Scroller,2D,Pixel Graphics,Sports,Funny,Memes,Combat,Controller,Linear,PvP,Singleplayer,Local Multiplayer"
Cube Runner,97370.0,Very Positive,"Casual,Indie,Action,Platformer,Great Soundtrack"
Dead Island 2 - Character Pack: Cyber Slayer Amy,59850.0,Mostly Positive,"Adventure,Zombies,Action-Adventure,Co-op,Gore,First-Person,Post-apocalyptic,Action,Horror,Dark,Action RPG,Crafting,Controller,FPS,Dark Humor,PvE,Character Customization,Combat,Hack and Slash,Survival Horror"
Hide and Seek,44850.0,Mostly Positive,"Multiplayer,Funny,Casual,Action,Indie,Hidden Object,Online Co-Op,Stealth,Co-op,Atmospheric,Survival,Family Friendly,Early Access,PvP,Team-Based,Singleplayer,Adventure,Action RPG,Controller,Open World"
Noel the Mortal Fate Season Final Part 1,19800.0,Positive,"Action,Adventure,RPG,Indie,Casual,Simulation"
Ghostrunner - Neon Pack,44850.0,Very Positive,Action
Descenders Soundtrack,82350.0,Mostly Positive,"Racing,Sports,Action"
Larcin Lazer,41100.0,Very Positive,"Puzzle,Action,Arcade,Stealth,Heist,Grid-Based Movement,Singleplayer,Adventure,Minimalist,Casual,Noir,Logic,2D Platformer,Puzzle Platformer,Comedy,Cartoony,Sokoban,Comic Book,Colorful,Stylized"
Rogue Samurai,44850.0,Positive,"Action Roguelike,Bullet Hell,Roguelite,Action RPG,Roguelike,Top-Down,Arcade,Action,Score Attack,Colorful,Singleplayer,Controller,Dark Fantasy,Twin Stick Shooter,RPG,3D,Hack and Slash,Casual,Adventure,Indie"
Primitier,98250.0,Very Positive,"VR,Sandbox,Physics,Crafting,Immersive Sim,Open World,Science,Procedural Generation,Open World Survival Craft,Simulation,Early Access,Indie,Singleplayer,Adventure,Action"
The Last of Waifus,19350.0,Very Positive,"Action,Adventure,Anime,Shooter,Survival Horror,Zombies,Memes,Arena Shooter,Post-apocalyptic,Third-Person Shooter,3D,Survival,Third Person,Realistic,Atmospheric,Loot,Character Customization,Nudity,Combat,Sexual Content"
Guacamelee! 2 - The Proving Grounds (Challenge Level),19370.0,Positive,"Action,Adventure,Indie"
Polyrhythm Master,28350.0,Positive,"Casual,Rhythm,Action,Music,Abstract,Minimalist,Arcade,2D,Relaxing,Logic,Atmospheric,Singleplayer"
Granblue Fantasy: Relink - Emote Expansion Set: Let's Chat,29850.0,Very Positive,"Action,RPG"
A Bastard's Tale,64870.0,Very Positive,"Indie,Adventure,Difficult,Action,Swordplay,Pixel Graphics,Arcade,Action-Adventure,Controller,Hack and Slash,Medieval,Singleplayer,Souls-like,2D"
[Chilla's Art] Okaeri | おかえり,28350.0,Mixed,"Horror,Adventure,Indie,Simulation,Action,Casual,Psychological Horror,Walking Simulator,Anime,Exploration,Atmospheric,Thriller,Female Protagonist,Singleplayer,Mystery,Psychological,Narration,First-Person,Surreal,Puzzle"
Morbid: The Lords of Ire,127350.0,Mostly Positive,"Hack and Slash,Souls-like,Female Protagonist,Difficult,Horror,Action-Adventure,3D,Third Person,Lore-Rich,Action,Dark Fantasy,Lovecraftian,Atmospheric,Adventure,Dark,Combat,Singleplayer,Blood,Gore,Violent"
ACE COMBAT™7: SKIES UNKNOWN - FB-22 Strike Raptor Set,44850.0,Positive,"Action,Simulation"
Deadly Dozen: Pacific Theater,82350.0,Positive,"World War II,Third-Person Shooter,Strategy,FPS,Action,Stealth,War,Driving,Shooter,3D,First-Person,Third Person,Simulation,Combat,Inventory Management,Singleplayer"
Noel the Mortal Fate S12,19800.0,Positive,"Action,Adventure,RPG,Indie,Casual,Simulation"
LEGO® Marvel Super Heroes 2 - Out of Time Character Pack,25870.0,Positive,"Action,LEGO"
The Shore,92850.0,Mostly Positive,"Lovecraftian,Horror,Exploration,FPS,First-Person,Psychological Horror,Action-Adventure,Fighting,Underwater,Story Rich,Narration,Puzzle,Relaxing,Action,Realistic,Atmospheric,Dark Fantasy,Mythology,Multiple Endings,Philosophical"
SKIBIDI: ESCAPE FROM TOILETS!,44850.0,Mostly Positive,"Horror,Action,Simulation,Multiplayer,Online Co-Op,Psychological Horror,Action-Adventure,Co-op,Singleplayer,3D,Exploration,Team-Based,First-Person,Early Access,Adventure,Dungeon Crawler,Stealth,Indie,Hentai,Survival Horror"
BORIS RUSSIAN BEAR,6750.0,Very Positive,"Action,Adventure,Arena Shooter,Third-Person Shooter,RPG,Casual,Funny,Simulation,World War II,Sandbox,Action-Adventure,Hero Shooter,Indie,Shooter,Third Person,Colorful,Atmospheric,Survival,Open World,Singleplayer"
Forts - Pro HUD,28350.0,Very Positive,"Strategy,Action"
Steelrising - Cagliostro's Secrets,224850.0,Mixed,"Action,Adventure,RPG"
Succubus - Issabel Cosplay,37350.0,Mostly Positive,"Action,Adventure"
SOS OPS! - GUNS N' OPS,12150.0,Mixed,"Action,Adventure,Casual,Indie"
The Dead are Not Dead,15000.0,Positive,"Adventure,Action,Shooter,Exploration,Third-Person Shooter,3D,Colorful,Pixel Graphics,Third Person,1980s,Drama,Post-apocalyptic,Retro,Survival,Survival Horror,Combat,Linear,Singleplayer,Zombies,Indie"
SOULCALIBUR VI - DLC7: Hilde,52350.0,Positive,Action
Dead Rising 2 - Psychopath Skills Pack,25870.0,Mostly Positive,"Action,Adventure"
Hi-Fi RUSH: Bossplay Costume Pack,44850.0,Positive,Action
DW8XLCE - NEW STAGE & ANIMAL PACK,207870.0,Mixed,Action
War Thunder - Chinese Starter Pack,149850.0,Mixed,"Massively Multiplayer,Action,Free to Play,Simulation"
Girls' civilization,127350.0,Mixed,"Action,Strategy,RPG,Anime,Female Protagonist,Open World,Sexual Content"
Persona 5 Tactica: Repaint Your Heart,260100.00000000006,Very Positive,"RPG,Strategy,JRPG,Action,Strategy RPG,Tactical RPG,Turn-Based Strategy,Anime,2D,Colorful,Tactical,Singleplayer,Grid-Based Movement"
Expelled,11700.0,Mixed,"Adventure,Indie,Action,Platformer,2D,Side Scroller,Great Soundtrack,Pixel Graphics,Retro,Difficult,Funny,Cute"
Nimbus INFINITY,104850.0,Mixed,"Action,Mechs,Anime,Sci-fi,Action-Adventure,Flight,Shooter,Singleplayer,Story Rich,3D,Third Person,First-Person,Futuristic,Post-apocalyptic,Science,Robots,Space,Combat,Gun Customization,Indie"
Monster Hunter World: Iceborne - Hairstyle: Rath-a-like,22350.0,Positive,Action
Action Alien,11700.0,Mixed,"Action,Indie,Casual,Adventure,FPS,Aliens"
"Monster Hunter Rise - ""Fiorayne"" Hunter layered armor set",44850.0,Positive,Action
Trivia Vault: Mixed Trivia,194870.0,Mixed,"Casual,Indie,Strategy,Simulation,Action,Trivia,Word Game,Text-Based,Relaxing,2D,Singleplayer,Replay Value,Family Friendly,Logic,Choices Matter,Puzzle,Point & Click,Story Rich"
Verlet Ascend,23850.0,Very Positive,"Action Roguelike,Action,Platformer,Singleplayer,Physics,Controller,Hack and Slash,Shoot 'Em Up,2D,Underground,Precision Platformer,2D Platformer,Roguelike,Procedural Generation,Roguelite,Minimalist,Shooter,Parkour,Dark Humor,Funny"
Star Singularity,90870.0,Very Positive,"Adventure,Action,RPG,Early Access,Indie,Space,Sci-fi,2D,Open World,Top-Down,Crafting,Procedural Generation,Singleplayer,Top-Down Shooter,Twin Stick Shooter,Action RPG,Shooter,Bullet Hell,Futuristic,Exploration"
HEPTAGON,44850.0,Positive,"Rhythm,Action,Psychedelic,Minimalist,Runner,Stylized,Abstract,Surreal,Music-Based Procedural Generation,Singleplayer"
USA 2020,26000.0,Very Positive,"Action,Casual,Top-Down Shooter,Alternate History,Memes,Violent,Arena Shooter,Bullet Hell,2D,Pixel Graphics,Aliens,Parody ,Political,Politics,Horror,Gore,Arcade,Psychological Horror,Combat,Idler"
Monster Hunter: World - Sticker Set: Guild Lasses,25870.0,Positive,Action
Crypt of the NecroDancer: AMPLIFIED OST - OC ReMix,32370.000000000004,Positive,"RPG,Action,Indie,Soundtrack"
Froggo's Adventure: Verdant Venture,13500.0,Very Positive,"2D Platformer,Retro,Side Scroller,Adventure,Platformer,Action,Pixel Graphics,Stylized,Action-Adventure,Linear,Controller,2D,Indie,Cute,Colorful,Family Friendly,Singleplayer"
Cepheus Protocol - Support Pack Vehicle Camo NATO Collection,37350.0,Positive,"Strategy,Action,Adventure,Indie,Simulation"
Monster Hunter World: Iceborne - MHW:I Music Player: Additional BGM Set Vol. 7,74850.0,Positive,Action
White Day 2: The Flower That Tells Lies - Complete Edition,157350.0,Mixed,"Action-Adventure,Sequel,Exploration,Puzzle,First-Person,Horror,Psychological Horror,Choices Matter,Multiple Endings,Story Rich,Action,Stealth,Thriller,Atmospheric,Drama,Investigation,Mystery,Adventure,Dark,Supernatural"
Capcom Arcade 2nd Stadium: Super Puzzle Fighter II Turbo,29850.0,Positive,"Action,Free to Play"
Hell is Others,104850.0,Mostly Positive,"Roguelike,Shooter,Top-Down,Horror,Survival,Extraction Shooter,PvP,Action,Multiplayer,Singleplayer,Roguelite,PvE,Twin Stick Shooter,RPG,Top-Down Shooter,2D,Pixel Graphics,Atmospheric,Adventure,Noir"
Monster Hunter: World - Sticker Set: Research Commission Set,25870.0,Positive,Action
Hail to the King: Deathbat,77870.0,Mostly Positive,"Adventure,Action,RPG,Indie,Casual,Great Soundtrack"
Trivia Vault: 1980's Trivia 2,129870.0,Mixed,"Casual,Indie,Simulation,Strategy,Action,Trivia,Family Friendly,2D,Retro,Singleplayer,Replay Value,Puzzle,1980s,Word Game,Text-Based,Time Management,Relaxing,Story Rich,Board Game,Logic"
Dangerous Road,80400.0,Mixed,"Racing,Action,Adventure,Action-Adventure,First-Person,Survival,Survival Horror,Indie,Singleplayer,Multiplayer"
Kingdom Shell,116850.0,Very Positive,"Metroidvania,Pixel Graphics,Adventure,2D Platformer,Souls-like,Spectacle fighter,Retro,Story Rich,Atmospheric,Mystery,Exploration,Action,Side Scroller,Dark Fantasy,Fantasy,Controller,Dark,Old School,Platformer,2D"
Noel the Mortal Fate S11,19800.0,Positive,"Action,Adventure,RPG,Indie,Casual,Simulation"
Slash Quest,44850.0,Positive,"Swordplay,Dungeon Crawler,Fantasy,Funny,Intentionally Awkward Controls,Top-Down,Action-Adventure,Hack and Slash,2D,Linear,Narration,Action,Top-Down Shooter,Colorful,Magic,Medieval,Comedy,Physics,Arcade,Adventure"
Miss Neko 2,19350.0,Very Positive,"Sexual Content,Nudity,NSFW,Hentai,Anime,Casual,FPS,Adventure,Cats,2D,Cute,Relaxing,Singleplayer,Action,Mature,Indie,Puzzle,Match 3,World War II,Horror"
Falcon Gold,51870.0,Mostly Positive,"Simulation,Flight,Retro,1990's,Action,Action-Adventure,Wargame,Realistic,3D,Military,War,Combat,Singleplayer,Sequel,Classic,Sexual Content,Arcade,Exploration,Pixel Graphics,FPS"
Thorne - Death Merchants,58370.0,Mostly Positive,"RPGMaker,Action,RPG,Indie,Adventure,Strategy,Fantasy,Story Rich,2D,Episodic,Singleplayer,Action RPG,Action-Adventure,Dark Fantasy,Dark,Pixel Graphics"
SHIPS AT WAR,104850.0,Mostly Positive,"Sandbox,Physics,Naval Combat,2D,World War II,Naval,Submarine,Strategy,Action,Wargame,2D Fighter,Stylized,Crafting,Building,Simulation,War,Singleplayer,Combat,PvE,Early Access"
Pompom,16350.000000000002,Very Positive,"Retro,Indie,Puzzle Platformer,2D,Pixel Graphics,Cute,Side Scroller,Family Friendly,Singleplayer,Platformer,Action,Linear,Time Manipulation,Colorful,Cats,Comedy,Pirates,Adventure,Space,1990's"
Setteeh,67350.0,Mostly Positive,"Horror,Psychological Horror,First-Person,Singleplayer,Story Rich,Atmospheric,Dark,Audio Production,Simulation,Psychological,Historical,Action,Puzzle,Action-Adventure,Exploration,Hidden Object,Realistic,America,Survival,Thriller"
THE KING OF FIGHTERS XIV STEAM EDITION UPGRADE PACK #1,51870.0,Very Positive,Action
Gunheart,58370.0,Mostly Positive,"Action,Indie,Violent,VR,FPS,Co-op,Multiplayer"
Rocket Jockey,67350.0,Positive,"Vehicular Combat,Bikes,Action,Third Person,Retro,1990's,Racing,Sports,Arcade,3D,Cartoony,Comedy,Motocross,Motorbike,Offroad,Old School,Sci-fi,Combat,Singleplayer"
Faces of War,38870.0,Very Positive,"Strategy,World War II,Action,Simulation,RTS,War,Multiplayer,Co-op,Tactical,Real Time Tactics"
Runa & the Chaikurú Legacy,82350.0,Positive,"3D Platformer,Singleplayer,Adventure,Female Protagonist,Exploration,Controller,Action,3D,Fantasy,Magic,Funny,Indie,Platformer,Colorful,Comedy,Family Friendly,Third Person,Souls-like,Collectathon,Cute"
Fateholders of Tetsoidea,11700.0,Mixed,"Action,RPG,Indie,Adventure,RPGMaker,JRPG,Female Protagonist,Funny,Anime,Action RPG"
Monster Hunter Rise - Hunter Voice: Fiorayne,44850.0,Positive,Action
BandRoll,29850.0,Very Positive,"Rhythm,Music,Action,Difficult,Arcade,Cute,Funny,3D,Casual,Atmospheric,Colorful,Stylized,3D Platformer,Fast-Paced,Quick-Time Events,Precision Platformer,Platformer,Indie,Singleplayer,Parkour"
WolfQuest Original Soundtrack,82350.0,Positive,"Simulation,Action,RPG"
